event_id,date,year,quarter,day_index,era,product_family,product,event_type,title_en,title_zh,summary_en,summary_zh,importance,node_tier,lifecycle,map_region,map_lane,glyph,pixel_icon,x_hint,y_hint,source_name,source_url,source_kind,coverage_status,confidence,tags
evt-20260402-chatgpt-in-apple-carplay,2026-04-02,2026,Q2,1219,Unified Intelligence,clients_surfaces,ChatGPT Voice,platform,ChatGPT in Apple CarPlay,Apple CarPlay 中的 ChatGPT,"We’re rolling out ChatGPT in CarPlay, giving you access to a hands-free ChatGPT experience while on-the-go. If you have iOS 26.4 or newer and are connected to a supported car, you can start new voice conversations with ChatGPT directly from the CarPlay interface. You can also resume existing conversations you were having using voice mode in the ChatGPT mobile app. Learn more.",我們正在 CarPlay 中推出 ChatGPT，讓您在行動中也能體驗免手持的 ChatGPT。如果您擁有 iOS 26.4 或更新版本，並連接到受支援的汽車，即可直接從 CarPlay 介面與 ChatGPT 進行新的語音對話。…,4,major,active,Client Archipelago,8,+,island,3330,1392,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""clients_surfaces"",""platform"",""ChatGPT Voice"",""2026"",""chatgpt"",""clients-surfaces""]"
evt-20260409-gpt-5-3-instant-mini-in-chatgpt,2026-04-09,2026,Q2,1226,Unified Intelligence,models_reasoning,GPT-5.3,model_release,GPT-5.3 Instant mini in ChatGPT,ChatGPT 中的 GPT-5.3 Instant Mini,"Today, we’re releasing GPT-5.3 Instant Mini in ChatGPT. It replaces GPT-5 Instant Mini as the fallback model users reach after hitting their rate limits for GPT-5.3 Instant. Because it serves as a fallback, it won’t appear in the model picker. Compared with GPT-5 Instant Mini, GPT-5.3 Instant Mini feels more natural in conversation, with stronger writing and contextual awareness throughout chats. It outperforms GPT-5 Instant Mini acr…",今日，我們在 ChatGPT 中推出 GPT-5.3 Instant Mini。它取代了 GPT-5 Instant Mini，成為使用者在達到 GPT-5.3 Instant 的速率限制後會觸發的備用模型。由於它是作為備用模型，因此不會出現在模型選擇器中。…,5,landmark,active,Model Mountains,1,^,peak,3348,304,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.3"",""2026"",""gpt-5.3"",""models-reasoning""]"
evt-20260409-new-pro-plan-options,2026-04-09,2026,Q2,1226,Unified Intelligence,chatgpt_core,ChatGPT,pricing_quota,New Pro plan options,新的 Pro 方案選項,"We’re introducing a new $100/month Pro plan and updating how Codex usage works across Plus and Pro. Pro ($100/month): Built for longer, high-intensity Codex sessions. It includes unlimited access to GPT-5.4, access to GPT-5.4 Pro, and, for a limited time, up to 10x more Codex usage than Plus (up from 5X standard usage allowance). Pro ($200/month): Our highest-usage option remains available and continues on its current Codex promotion…",我們推出了一項每月 $100 的新 Pro 方案，並更新了 Plus 和 Pro 方案的 Codex 使用方式。Pro（每月 $100）：專為更長、高強度的 Codex 工作階段打造。包含無限存取 GPT-5.4、存取 GPT-5.4 Pro，且在限時內，Codex 的使用量比 Plus 多達 10 倍（從標準使用配額的 5 倍提升）。…,4,major,active,Origin Plaza,0,@,home,3348,137,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""pricing_quota"",""ChatGPT"",""2026"",""chatgpt"",""chatgpt-core""]"
evt-20260416-rolling-out-ads-in-australia-new-zealand-and-canada,2026-04-16,2026,Q2,1233,Unified Intelligence,search_commerce,ChatGPT Enterprise & Edu,availability,"Rolling out ads in Australia, New Zealand, and Canada",於澳洲、紐西蘭與加拿大推出廣告,"We're beginning to rollout ads for users on Free and Go plans in Australia, New Zealand, and Canada. Plus, Pro, Business, Enterprise, and Education plans do not have ads.",OpenAI 於 2026-04-16 為 ChatGPT Enterprise & Edu 調整方案、額度或計費；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Commerce Bazaar,6,$,shop,3366,1091,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""search_commerce"",""availability"",""ChatGPT Enterprise & Edu"",""2026"",""chatgpt"",""search-commerce""]"
evt-20260421-chatgpt-images-2-0-in-chatgpt,2026-04-21,2026,Q2,1238,Unified Intelligence,multimodal,ChatGPT Images,model_release,ChatGPT Images 2.0 in ChatGPT,ChatGPT 推出 ChatGPT Images 2.0,"We’re introducing ChatGPT Images 2.0, our new image generation model in ChatGPT. ChatGPT Images 2.0 is available on all ChatGPT plans. We’re also introducing images with thinking. When given more time to think, it can plan and refine image outputs before generating them. Images with thinking is available on all paid ChatGPT plans. It is available when you select Thinking and Pro models.",我們推出 ChatGPT Images 2.0，這是我們在 ChatGPT 中的新圖像生成模型。ChatGPT Images 2.0 適用於所有 ChatGPT 方案。我們也推出了具備思考能力的圖像功能。當給予更多思考時間時，它可以在生成圖像前規劃並精煉輸出。具備思考能力的圖像功能適用於所有付費 ChatGPT 方案。,5,landmark,active,Multimodal Coast,4,~,wave,3378,799,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""multimodal"",""model_release"",""ChatGPT Images"",""2026"",""chatgpt-images""]"
evt-20260422-fast-answers-in-chatgpt,2026-04-22,2026,Q2,1239,Unified Intelligence,search_commerce,ChatGPT Business,launch,Fast answers in ChatGPT,ChatGPT 推出 Fast answers,"Sometimes, you just want the right answer as quickly as possible. We’re rolling out Fast answers, a quicker way to get responses to common information-seeking questions in ChatGPT, like “Show me the Seven Wonders of the World” or “Which football team has the most super bowl titles?”When your question doesn’t require a personalized response and ChatGPT has a high-confidence answer ready, it can now respond faster while still providing…",有時您只想盡快獲得正確答案。我們正在推出 Fast answers，這是 ChatGPT 中針對常見資訊尋求問題（如「向我展示世界七大奇景」或「哪支美式足球隊獲得最多超級盃冠軍？」）獲得回應的更快方式。當您的問題不需要個人化回應且 ChatGPT 擁有……時。,5,landmark,active,Commerce Bazaar,6,$,shop,3381,1072,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""search_commerce"",""launch"",""ChatGPT Business"",""2026"",""chatgpt"",""search-commerce""]"
evt-20260422-chatgpt-for-clinicians,2026-04-22,2026,Q2,1239,Unified Intelligence,enterprise_vertical,ChatGPT Health,launch,ChatGPT for Clinicians,推出 ChatGPT for Clinicians,"We’re launching ChatGPT for Clinicians, a free version of ChatGPT for verified clinicians in the United States. It’s designed to support real clinical work at the time of care, including evidence review, documentation, and medical research, with trusted clinical search, citations, reusable skills, deep research across medical literature, and support for earning CME credits on eligible clinical questions. If you already have a ChatGPT…",我們推出 ChatGPT for Clinicians，這是專為美國已驗證的臨床醫師所提供的免費版 ChatGPT。它旨在支援診療當下的實際臨床工作，包括證據審查、文件記錄與醫學研究，並具備可信的臨床搜尋、引用、可重複使用的技能、跨醫學文獻的深度研究，以及對……的支援。,5,landmark,active,Enterprise Citadel,7,H,citadel,3381,1225,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""enterprise_vertical"",""launch"",""ChatGPT Health"",""2026"",""chatgpt-health"",""enterprise-vertical""]"
evt-20260422-legacy-gpt-model-snapshots-deprecation,2026-04-22,2026,Q2,1239,Unified Intelligence,safety_lifecycle,Fine-tuning API,deprecation,Legacy GPT model snapshots deprecation,Legacy GPT model snapshots 棄用公告,"To improve reliability and make it easier for developers to choose the right models, we are deprecating a set of older OpenAI models. Access to these models will be shut down on the dates below. We are also removing fine-tuned versions as below: Schedule/replacements: 2026-07-23 computer-use-preview-2025-03-11 | computer-use-preview gpt-5.4-mini; 2026-07-23 gpt-4o-mini-search-preview-2025-03-11 gpt-5.4-mini; 2026-07-23 gpt-4o-mini-tt…",OpenAI 於 2026-04-22 公告 Legacy GPT model snapshots 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,3381,1480,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2026-04-22-legacy-gpt-model-snapshots,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Fine-tuning API"",""api"",""fine-tuning-api""]"
evt-20260423-introducing-gpt-5-5,2026-04-23,2026,Q2,1240,Unified Intelligence,models_reasoning,GPT-5.5,model_release,Introducing GPT-5.5,推出 GPT-5.5,"OpenAI released GPT-5.5 in ChatGPT and Codex for agentic coding, professional knowledge work, scientific research, and computer use; GPT-5.5 Thinking and Pro rolled out to eligible paid ChatGPT plans.",OpenAI 在 ChatGPT 與 Codex 中發布了 GPT-5.5，用於代理式程式開發、專業知識工作、科學研究與電腦使用；GPT-5.5 Thinking 與 Pro 已向符合資格的付費 ChatGPT 方案推出。,5,landmark,active,Model Mountains,1,^,peak,3384,280,Introducing GPT-5.5,https://openai.com/index/introducing-gpt-5-5/,official_launch_post,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.5"",""2026"",""gpt-5.5"",""models-reasoning""]"
evt-20260423-gpt-5-5-and-codex-app-updates,2026-04-23,2026,Q2,1240,Unified Intelligence,agents_research,GPT-5.5,availability,GPT-5.5 and Codex app updates,GPT-5.5 and Codex app updates 更新,"GPT-5.5 is now available in Codex as OpenAI’s newest frontier model for complex coding, computer use, knowledge work, and research workflows. GPT-5.5 in Codex GPT-5.5 is the recommended choice for most Codex tasks when it appears in your model picker. It’s especially useful for implementation, refactors, debugging, testing, validation, and knowledge-work artifacts. To switch to GPT-5.5: In the CLI, start a new thread with: codex --mo…",Codex Changelog 在 2026-04-23 記錄了Codex 編碼代理、可靠性與效能修正相關更新；完整版本與修正內容見官方英文摘要。,4,major,active,Agentic Frontier,2,>,compass,3384,431,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""availability"",""GPT-5.5"",""codex"",""release-notes""]"
evt-20260424-released-gpt-5-5,2026-04-24,2026,Q2,1241,Unified Intelligence,models_reasoning,Model Platform,model_release,Released GPT-5.5,API 推出 GPT‑5.5 與 GPT‑5.5 Pro,"Released GPT-5.5 , a new frontier model for complex professional work, to the Chat Completions and Responses API, and released GPT-5.5 Pro for Responses API requests for tougher problems that benefit from more compute. GPT-5.5 supports a 1M token context window, image input, structured outputs, function calling, prompt caching, Batch, tool search, built-in computer use, hosted shell, apply patch, Skills, MCP, and web search. Key upda…",API 推出 GPT‑5.5 與 GPT‑5.5 Pro。OpenAI 將此列為 2026-04-24 的功能；重點涉及代理與工具調用、圖像與影片，模型、端點與參數名稱依官方英文保留。,5,landmark,active,Model Mountains,1,^,peak,3386,334,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""feature"",""models""]"
evt-20260426-sora-product-discontinued,2026-04-26,2026,Q2,1243,Unified Intelligence,multimodal,Sora,retirement,Sora product discontinued,終止 Sora 產品,"OpenAI discontinued the Sora web and app experiences on April 26, 2026.",OpenAI 於 2026 年 4 月 26 日終止了 Sora 的網頁與應用程式體驗。,4,major,retired,Multimodal Coast,4,~,wave,3391,778,What to know about the Sora discontinuation,https://help.openai.com/en/articles/20001152-what-to-know-about-the-sora-discontinuation,official_lifecycle_notice,complete,high,"[""multimodal"",""retirement"",""Sora"",""2026"",""sora""]"
evt-20260505-gpt-5-5-instant-in-chatgpt,2026-05-05,2026,Q2,1252,Unified Intelligence,models_reasoning,GPT-5.5,model_release,GPT-5.5 Instant in ChatGPT,ChatGPT 推出 GPT-5.5 Instant,"We’re rolling out GPT-5.5 Instant as ChatGPT’s new default model. It replaces GPT-5.3 Instant for all ChatGPT users and improves everyday answers across accuracy, clarity and conciseness, image understanding, STEM questions, and when ChatGPT decides to search the web. GPT-5.5 Instant is more factually reliable, especially for prompts where accuracy matters most. It also gives tighter, more direct answers without losing useful details…",我們正在將 GPT-5.5 Instant 推出為 ChatGPT 的新預設模型。它取代了所有 ChatGPT 用戶的 GPT-5.3 Instant，並提升日常回答的準確度、清晰度、簡潔度、圖像理解能力、STEM 問題以及 ChatGPT 決定搜尋網路時的表現。,5,landmark,active,Model Mountains,1,^,peak,3414,352,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""GPT-5.5"",""2026"",""gpt-5.5"",""models-reasoning""]"
evt-20260505-released-chat-latest-snapshot-which-points-to-the-latest-i,2026-05-05,2026,Q2,1252,Unified Intelligence,models_reasoning,Model Platform,model_release,Released chat-latest snapshot which points to the latest Instant model currently used in ChatGPT.,模型發布：Model Platform,"Released chat-latest snapshot which points to the latest Instant model currently used in ChatGPT. We recommend leveraging GPT-5.5 for production API usage, but feel free to use this model to test our latest improvements for chat use cases. The underlying model snapshot will be regularly updated. Read more here .",推出：chat-latest snapshot which points to latest Instant 模型 currently used in ChatGPT。OpenAI 將此列為 2026-05-05 的更新；重點涉及平台功能與可用性，模型、端點與參數名稱依官方英文保留。,5,landmark,active,Model Mountains,1,^,peak,3414,302,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""models"",""update""]"
evt-20260505-chatgpt-for-excel-and-google-sheets,2026-05-05,2026,Q2,1252,Unified Intelligence,enterprise_vertical,ChatGPT for Spreadsheets,platform,ChatGPT for Excel and Google Sheets,推出 ChatGPT for Excel 與 Google Sheets,"ChatGPT for Excel and Google Sheets is now available globally, bringing ChatGPT into a sidebar in Microsoft Excel and Google Sheets so you can build, update, and understand spreadsheets in place. It can help with trackers, budgets, formulas, multi-tab files, scenario work, and spreadsheet cleanup, and supports Skills and apps where available. Free and Go include limited usage; Plus and Pro use the same agentic usage limits as Codex.…",ChatGPT for Excel 與 Google Sheets 現已全球發布，將 ChatGPT 帶入 Microsoft Excel 與 Google Sheets 的側邊欄中，讓您能直接建立、更新與理解試算表。它能協助處理追蹤器、預算、公式、多分頁檔案、情境工作與試算表清理，並支援可用地區的技能與應用程式。,4,major,active,Enterprise Citadel,7,H,citadel,3414,1208,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""enterprise_vertical"",""platform"",""ChatGPT for Spreadsheets"",""2026"",""chatgpt-for-spreadsheets"",""enterprise-vertical""]"
evt-20260505-create-codex-access-tokens,2026-05-05,2026,Q2,1252,Unified Intelligence,agents_research,ChatGPT Work,feature,Create Codex access tokens,Create Codex access tokens 更新,"ChatGPT Enterprise workspace owners and admins can allow permitted members to create Codex access tokens for trusted, non-interactive Codex local workflows. Members can use access tokens to run Codex from scripts, schedulers, and private CI runners with their ChatGPT workspace identity. Learn more in Access tokens .",Codex Changelog 在 2026-05-05 記錄了Codex 編碼代理、企業管理控制相關更新；完整版本與修正內容見官方英文摘要。,4,major,active,Agentic Frontier,2,>,compass,3414,458,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""feature"",""ChatGPT Work"",""codex"",""release-notes""]"
evt-20260505-memory-sources-and-more-personalized-responses-in-chatgpt,2026-05-05,2026,Q2,1252,Unified Intelligence,memory_knowledge,ChatGPT Plus,feature,Memory sources and more personalized responses in ChatGPT,ChatGPT 的記憶來源與更個人化的回應,"Starting today, we’re rolling out memory improvements to ChatGPT Plus and Pro users that make responses more personalized, useful, and continuous over time. ChatGPT can now better pull in relevant context from your past chats, saved memories, and, where available, files and connected Gmail app, to offer more tailored ideas, recommendations, and next steps. It is also faster at searching past conversations to find the right context, s…",即日起，我們針對 ChatGPT Plus 與 Pro 使用者推出記憶功能優化，使回應更個人化、更有用且具持續性。ChatGPT 現在能更有效地從過往對話、已儲存的記憶，以及可用的檔案與已連結的 Gmail 應用程式中提取相關背景資訊，以提供更客製化的觀點、建議與後續步驟。,4,major,active,Memory Forest,5,&,tree,3414,881,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""memory_knowledge"",""feature"",""ChatGPT Plus"",""2026"",""memory"",""memory-knowledge""]"
evt-20260507-released-gpt-realtime-2,2026-05-07,2026,Q2,1254,Unified Intelligence,multimodal,Realtime & Audio API,model_release,Released GPT-Realtime-2,模型發布：Realtime & Audio API,"Released GPT-Realtime-2 , a new realtime voice model with configurable reasoning for speech-to-speech agents, along with GPT-Realtime-Translate for streaming speech translation and GPT-Realtime-Whisper for streaming speech-to-text. Updated the Realtime and audio guide , added a dedicated Realtime translation guide , refreshed Realtime transcription for streaming transcripts, and moved realtime prompting guidance into Using realtime m…","推出：GPT-Realtime-2 , a 全新 realtime voice 模型 with configurable reasoning for speech-to-speech agents, along with GPT-Realtime-Translate for streaming speech translation and…。OpenAI 將此列為 2026-05-07 的功能；重點涉及代理與工具調用、即時語音與音訊，模型、端點與參數名稱依官方英文保留。",5,landmark,active,Multimodal Coast,4,~,wave,3419,790,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""multimodal"",""model_release"",""Realtime & Audio API"",""audio"",""feature"",""realtime""]"
evt-20260507-gpt-5-5-cyber-limited-preview,2026-05-07,2026,Q2,1254,Unified Intelligence,safety_lifecycle,GPT-5.5-Cyber,model_release,GPT-5.5-Cyber limited preview,GPT‑5.5‑Cyber 限量預覽,OpenAI began a limited preview of GPT-5.5-Cyber for defenders securing critical infrastructure under Trusted Access for Cyber.,OpenAI 透過 Trusted Access for Cyber，向保護關鍵基礎設施的防禦者推出 GPT‑5.5‑Cyber 限量預覽。,4,major,research_preview,Safety Wall,9,!,shield,3419,1531,Scaling Trusted Access for Cyber with GPT-5.5 and GPT-5.5-Cyber,https://openai.com/index/gpt-5-5-with-trusted-access-for-cyber/,official_security_post,parsed,high,"[""safety_lifecycle"",""model_release"",""GPT-5.5-Cyber"",""cybersecurity"",""gpt-5.5"",""trusted-access""]"
evt-20260507-released-the-openai-developers-plugin-for-codex,2026-05-07,2026,Q2,1254,Unified Intelligence,agents_research,Codex,launch,Released the OpenAI Developers plugin for Codex.,推出：OpenAI Developers plugin for Codex .,Released the OpenAI Developers plugin for Codex . This helps you build AI applications and agents in Codex with OpenAI Platform access and OpenAI API setup guidance.,推出：OpenAI Developers plugin for Codex。OpenAI 將此列為 2026-05-07 的功能；重點涉及Codex 編碼代理、代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Agentic Frontier,2,>,compass,3419,504,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""agents_research"",""launch"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20260508-gpt-5-2-chat-latest-and-gpt-5-3-chat-latest-model-snapshot,2026-05-08,2026,Q2,1255,Unified Intelligence,safety_lifecycle,Model Platform,deprecation,gpt-5.2-chat-latest and gpt-5.3-chat-latest model snapshots deprecation,淘汰通知：Model Platform,"On May 8th, 2026, we notified developers using gpt-5.2-chat-latest and gpt-5.3-chat-latest model snapshots of their deprecation and removal from the API. Schedule/replacements: Aug 10, 2026 gpt-5.2-chat-latest gpt-5.5; Aug 10, 2026 gpt-5.3-chat-latest gpt-5.5",OpenAI 於 2026-05-08 公告 gpt-5.2-chat-latest and gpt-5.3-chat-latest model snapshots 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,3422,1467,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2026-05-08-gpt-52-chat-latest-and-gpt-53-chat-latest-model-snapshots,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Model Platform"",""api"",""model-platform""]"
evt-20260512-deprecated-dall-e-model-snapshots-and-the-realtime-api-bet,2026-05-12,2026,Q2,1259,Unified Intelligence,safety_lifecycle,Lifecycle,retirement,Deprecated DALL·E model snapshots and the Realtime API Beta.,API 更新：Deprecated DALL·E 模型快照 and Realtime API Beta.,"Deprecated DALL·E model snapshots and the Realtime API Beta. DALL·E model snapshots dall-e-2 and dall-e-3 were deprecated and removed from the API on May 12, 2026. We recommend using gpt-image-2 , gpt-image-1 , or gpt-image-1-mini instead. The Realtime API Beta was deprecated and removed from the API on May 12, 2026. If you are still using the beta interface, migrate to the released Realtime API. See the migration guide and the full…",API 更新：Deprecated DALL·E 模型快照 and Realtime API Beta。OpenAI 將此列為 2026-05-12 的更新；重點涉及棄用與遷移、即時語音與音訊、圖像與影片，模型、端點與參數名稱依官方英文保留。,4,major,retired,Safety Wall,9,!,shield,3432,1483,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""safety_lifecycle"",""retirement"",""Lifecycle"",""deprecation"",""migration"",""update""]"
evt-20260514-work-with-codex-from-anywhere,2026-05-14,2026,Q2,1261,Unified Intelligence,agents_research,Codex,launch,Work with Codex from anywhere,推出：Codex,"You can now use Codex from the ChatGPT mobile app by connecting it to a Mac running the Codex app. Codex runs from the connected host, so the same projects, files, credentials, plugins, skills, and configuration are available from your phone. See Remote connections for mobile setup, choosing a host, what comes from the connected machine, and SSH hosts. This launch also includes Hooks general availability, Codex access tokens for trus…",Codex Changelog 在 2026-05-14 記錄了Codex 編碼代理、企業管理控制相關更新；完整版本與修正內容見官方英文摘要。,5,landmark,active,Agentic Frontier,2,>,compass,3437,456,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""launch"",""Codex"",""codex"",""release-notes""]"
evt-20260514-codex-remote-access-from-the-chatgpt-mobile-app,2026-05-14,2026,Q2,1261,Unified Intelligence,agents_research,Codex,feature,Codex remote access from the ChatGPT mobile app,透過 ChatGPT 行動應用程式遠端存取 Codex,"Codex is now available in preview in the ChatGPT mobile app, so you can stay connected to active work from your phone while Codex continues running on the connected Mac host. From mobile, you can start or continue threads, answer questions, change direction, approve actions, review what Codex found, and move across connected hosts without stepping away from the work. That means you can keep an investigation moving, make a decision wh…",Codex 現已在 ChatGPT 行動應用程式中提供預覽版，讓您在手機上也能保持與進行中的工作連結，同時 Codex 會持續在已連結的 Mac 主機上執行。,4,major,active,Agentic Frontier,2,>,compass,3437,463,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""feature"",""Codex"",""2026"",""agents-research"",""codex""]"
evt-20260515-personal-finances-in-chatgpt,2026-05-15,2026,Q2,1262,Unified Intelligence,search_commerce,Personal Finance,launch,Personal finances in ChatGPT,ChatGPT 的個人理財,"We’re starting to roll out a new personal finance experience in ChatGPT. Pro users in the United States can securely connect supported financial accounts, see a dashboard of where their money is going, and ask questions grounded in their financial context. Available on web and iOS, Finances lets you view spending, bills, subscriptions, net worth, and investment information in one place. You can ask questions directly in ChatGPT or us…",我們開始在 ChatGPT 中推出全新的個人理財體驗。美國的 Pro 使用者可以安全地連結支援的財務帳戶，查看資金流向儀表板，並根據其財務背景提問。,4,major,active,Commerce Bazaar,6,$,shop,3440,1091,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""search_commerce"",""launch"",""Personal Finance"",""2026"",""personal-finance"",""search-commerce""]"
evt-20260519-released-secure-mcp-tunnel-for-enterprise-customers,2026-05-19,2026,Q2,1266,Unified Intelligence,enterprise_vertical,Codex,launch,Released Secure MCP Tunnel for enterprise customers.,發布Secure MCP Tunnel for enterprise customers.,"Released Secure MCP Tunnel for enterprise customers. Secure MCP Tunnel lets supported OpenAI products including ChatGPT web, Codex, Responses API, and AgentKit connect to private or on-prem MCP servers through a customer-hosted tunnel-client without exposing those servers to the public internet.",OpenAI 於 2026-05-19 為 Codex 推出新產品或能力；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Enterprise Citadel,7,H,citadel,3450,1177,OpenAI API Changelog,https://platform.openai.com/docs/changelog,developer_changelog,parsed,high,"[""enterprise_vertical"",""launch"",""Codex""]"
evt-20260521-appshots-goal-mode-and-more-26-519,2026-05-21,2026,Q2,1268,Unified Intelligence,agents_research,Codex,launch,"Appshots, goal mode, and more 26.519","Appshots, goal mode, and more 26.519 更新","Appshots are now available in the Codex app on macOS. Press both Command keys to send the frontmost app window to Codex with a screenshot and available text, so Codex can work from context in another app without you copying, pasting, or describing it manually. This launch also includes: Goal mode is no longer an experimental feature and is available in the Codex app, IDE extension, and CLI. With Goal mode, you can have Codex drive to…",OpenAI 於 2026-05-21 為 Codex 推出新產品或能力；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,5,landmark,active,Agentic Frontier,2,>,compass,3455,441,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""agents_research"",""launch"",""Codex"",""codex"",""release-notes""]"
evt-20260521-goal-mode-is-generally-available-in-codex,2026-05-21,2026,Q2,1268,Unified Intelligence,agents_research,Codex,availability,Goal mode is generally available in Codex,目標模式在 Codex 中全面開放,"Goal mode became generally available in the Codex app, IDE extension, and CLI for outcome-driven work with explicit success criteria.",目標模式現已在 Codex 應用程式、IDE 擴充功能及 CLI 中全面開放，用於執行具有明確成功標準且以成果為導向的工作。,4,major,general_availability,Agentic Frontier,2,>,compass,3455,452,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""availability"",""Codex"",""2026"",""agents-research"",""codex""]"
evt-20260522-workspace-agents-generally-available,2026-05-22,2026,Q2,1269,Unified Intelligence,agents_research,Workspace Agents,availability,Workspace agents generally available,Workspace Agents 正式 GA,"Workspace agents reached general availability for ChatGPT Business, Enterprise and Edu with action safeguards, admin activity visibility and shared workflows.",Workspace Agents 向 ChatGPT Business、Enterprise 與 Edu 正式 GA，加入動作防護、管理員活動可視性與可分享流程。,4,major,general_availability,Agentic Frontier,2,>,compass,3458,476,ChatGPT Enterprise & Edu — Release Notes,https://help.openai.com/en/articles/10128477-chatgpt-enterprise-edu-release-notes,help_center_release_notes,parsed,high,"[""agents_research"",""availability"",""Workspace Agents"",""enterprise"",""ga"",""workspace-agents""]"
evt-20260525-chatgpt-for-ios-1-2026-139,2026-05-25,2026,Q2,1272,Unified Intelligence,clients_surfaces,Codex Mobile,launch,ChatGPT for iOS 1.2026.139,ChatGPT for iOS 1.2026.139 更新,"New features Added Spotlight and Shortcuts support for opening Codex Mobile directly. Added browsing for archived Codex threads. Added /side for opening a side conversation. Added options to save or copy rendered images. Improvements and bug fixes Improved iPad keyboard shortcuts. Improved setup and relaunch reliability. Fixed issues with task progress, loading archived threads, previewing code changes, and switching hosts.",Codex Changelog 在 2026-05-25 記錄了Codex 編碼代理、圖像與影片、可靠性與效能修正相關更新；完整版本與修正內容見官方英文摘要。,4,major,active,Client Archipelago,8,+,island,3465,1379,Codex Changelog,https://developers.openai.com/codex/changelog/,developer_changelog,complete,high,"[""clients_surfaces"",""launch"",""Codex Mobile"",""codex"",""mobile"",""release-notes""]"
